(このデータベースでリストした数値は100g の可食部です。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,分類,食材の名前,英語表記,廃棄率(%),カロリー(kcal),修正カロリー(kcal),水分(g),粗タンパク(g),粗脂肪(g),飽和脂肪酸(g),灰分(g),総炭水化物(g),食物繊維(g),糖質の総量(g),ブドウ糖(g),果糖(g),半乳糖(g),麦芽糖(g),蔗糖(g),乳糖(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),鉄(mg),亜鉛(mg),リン(mg),銅(ug),ビタミンA総量(I.U.),レチノール活性当量(ug),α-カロテン(ug),β-カロテン(ug),レチノール(ug),α-トコフェロール当量(mg),ビタミンE総量(mg),α-トコフェロール(mg),β-トコフェロール(mg),γ-トコフェロール(mg),δ-トコフェロール(mg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン ((mg),ビタミンB6(mg),ビタミンB12(ug),葉酸(ug),ビタミンC(mg),脂肪酸S総量(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),不飽和脂肪酸(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),コレステロール.(mg),アルコール(g)
A00901,穀類,行く目的の小麦粉,Non-glutinous flour,,354.9493,353.9987,13.643,0.181,0.1165,0,0.3152,85.7443,0.4484,0,0,0,,0,0,0,28.606,9.027,6.5847,2.3713,0,0,38.2861,,0,0,,0,,0.0201,0.039,0.018,0,0.021,0,0.01,0,0.097,0.023,,17.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
A01001,穀類,低グルテン小麦粉,Low-gluten flour; Cake flour; Patent flour,,363.6075,359.4091,12.045,8.0855,1.175,0.2458,0.5007,78.1938,1.9804,,,,,,,,1.43,147.535,12.38,26.44,1.19,0.599,74.845,,0,0,0,0,,0.4886,1.005,0.355,0.23,0.415,0.005,0.1695,0.035,0.875,0.0746,,40,5.11,20.918,0,0,0,0,0,0,0.0893,0,19.3478,0,1.1042,0,0.1445,0,0.2322,15.2276,0,0.1399,14.4002,0.6875,0,63.8538,60.099,3.7548,0,0,0,0,0,0,,8606.5971,397.525,247.48,406.885,2856.64,1071.065,317.24,285.465,329.1621,376.135,43.24,298.95,596.685,215.065,381.98,207.56,198.49,321.53,55.5,,
A01101,穀類,小麦粉,Medium-gluten flour; Wheat flour: medium protein,,361.0283,357.1774,12.635,11.4535,1.31,0.2763,0.5043,74.0972,1.8165,,,,,,,,3.65,124.835,11.67,28.77,0.915,0.6825,75.86,,0,0,0,0,,0.3335,0.845,0.225,0.155,0.465,0,0.123,0.075,1.01,0.0818,,43.8,5.08,21.0886,0,0,0,0,0,0,0.0937,0,19.1661,0,1.1748,0,0.1527,0.2601,0.2412,16.1348,0,0.1277,15.2884,0.7187,0,62.776,59.3297,3.4463,0,0,0,0,0,0,,13036.8373,509.97,335.34,579.78,4576.1,1690.73,452.835,383.64,441.7523,525.205,148.96,455.74,897.835,389.02,625.91,267.37,282.335,474.315,0,,
A01201,穀類,高グルテン小麦粉,High-gluten flour; Seat of honor flour,,361.5771,357.5894,12.25,12.945,1.19,0.2538,0.5563,73.0587,1.881,,,,,,,,0.8,107.835,11.195,33.455,1.165,0.8525,81.325,,0,0,0,0,,0.2861,0.705,0.205,0.105,0.39,0.005,0.1175,0.03,1.125,0.0745,,48.6,4.985,21.3298,0,0,0,0,0,0,0.0875,0,19.311,0,1.2426,0,0.158,0.2776,0.2531,16.1069,0,0.1236,15.2707,0.7126,0,62.5627,59.4199,3.1428,0,0,0,0,0,0,,14070.0744,590.785,381.645,657.315,4995.72,1879.225,510.61,415.235,487.9994,587.37,57.77,473.49,931.88,348.165,617.435,286.365,318.495,457.76,72.81,,
A01301,穀類,全粒小麦粉,Whole wheat flour,,359.2716,342.2919,12.736,12.968,1.706,0.3209,1.161,71.429,8.0093,0.3445,0,0,,0,0.3445,0,1.6383,276.5703,22.712,96.5543,3.3687,2.3437,251.0123,,0,0,0,0,,0.8739,2.5064,0.565,0.385,1.5487,0.0077,0.3267,0.0673,4.0897,0.2427,,71.0957,7.1357,18.8103,0,0,0,0,0.0063,0,0.1116,0.063,16.8442,0.0667,1.1745,0,0.1692,0.1871,0.1877,18.1022,0,0.0973,17.243,0.7619,0,62.9503,59.2511,3.6992,0,0,0,0,0,0.1373,,14293.7343,651.4847,392.4113,639.5083,4859.6823,1629.0113,567.2933,461.5327,296.6648,597.2693,144.7753,515.403,1008.3577,423.8647,665.7643,362.5323,329.356,561.027,187.796,,
A01401,穀類,穀粉,,,360.9425,349.5735,11.652,13.113,2.2865,0.6377,0.9705,71.978,5.6845,0.835,0.176,0,,0.395,0.264,0,1.906,207.31,23.678,52.348,1.769,1.666,174.852,20.71,0,0,,0,,0.8668,1.999,0.654,0.261,1.084,0,0.335,0.0822,2.2305,0.083,,63.104,2.935,27.89,0,0,0,0,0,0,0,0,25.828,0,1.483,0,0,0,0.579,15.519,0,0,14.692,0.827,0,55.463,52.478,2.985,0,0,0,0,0,1.128,,11541.06,547.962,343.163,589.471,3979.587,1224.565,447.69,381.181,243.953,444.777,114.171,363.949,798.927,360.983,553.99,293.217,242.195,451.059,160.22,,
A01501,穀類,穀物高グルテン小麦粉,,,360.2967,349.6557,12.421,14.288,2.7543,0.7869,0.9477,69.589,5.3205,1.054,0.215,0.106,,0.388,0.345,0,2.3,218.074,23.947,64.502,1.87,1.695,190.678,22.21,1.5099,0.151,,0.906,,0.8789,2.255,0.627,0.297,1.331,0,0.332,0.0397,2.6331,0.121,,61.379,9.503,28.571,0,0,0,0,0,0,0,0,25.882,0,1.452,0,0.415,0.452,0.37,16.159,0,0,15.545,0.614,0,53.668,51.005,2.663,0,0,0,0,0,1.602,,12437.114,553.689,360.19,632.875,4417.456,1376.192,480.648,404.523,251.817,475.727,0,396.59,866.734,398.739,618.75,306.476,263.6,481.711,151.397,,
A01601,穀類,乾燥麺,Noodle: dried,,356.6719,352.9601,10.82,11.4963,1.3691,0.4068,1.7234,74.5912,1.8559,2.392,0.205,0.061,,1.969,0.157,0,569.4277,101.429,649.3483,28.1463,0.814,0.8067,97.83,,0,0,0,0,,0.1409,0.3583,0.106,0.0413,0.181,0.03,0.1063,0.0267,0.9184,0.0497,,61.2543,0,29.716,0,0,0,0,0,0,0.245,0,26.732,0,2.132,0,0,0.332,0.275,15.688,0,0,14.973,0.475,0.24,54.596,52.082,2.514,0,0,0,0,0,0,,12076.9879,461.5227,310.4773,541.3933,4121.8313,1464.075,413.8947,351.219,729.816,464.1373,123.6383,414.2133,823.517,334.2727,562.7557,240.4,255.5863,419.7063,44.5317,,
A01602,穀類,オイル麺,Oil noodle,,361.4515,359.2127,9.026,11.4,1.2055,0.3623,2.118,76.2505,1.1194,1.583,0.2,0.047,,1.288,0.048,0,712.149,91.199,16.434,21.6925,0.832,0.7415,83.3595,,47.4673,4.7479,0,28.4815,,0.0812,0.272,0.052,0.024,0.196,0,0.067,0.0217,0.6614,0.051,,15.1865,0,30.057,0,0,0,0,0,0,0.215,0,27.231,0,1.86,0,0.168,0.346,0.237,14.236,0,0,13.831,0.405,0,55.706,53.222,2.484,0,0,0,0,0,0,,10772.994,480.033,324.856,326.896,2518.9825,1506.533,440.0315,372.802,923.589,479.0235,135.091,447.4905,889.847,351.405,589.291,247.3045,257.7395,411.5995,70.4795,,
A01603,穀類,ニンジンの顔,Noodle: carrot flavored,,352.0976,347.1368,11.99,12.082,0.97,0.2159,1.1981,73.7599,2.4804,,,,,,,,368.03,122.96,4.88,28.705,1.13,0.72,117.18,,68.4889,6.8497,16.41,32.89,,2.299,2.65,2.27,0,0.28,0.1,0.119,0.017,1.076,0.0947,,33.9,8.06,22.2539,0,0,0,0,0,0,0,0,20.2287,0,1.2864,0,0.7388,0,0,16.3764,0,0,16.3764,0,0,61.3693,58.3703,2.999,0,0,0,0,0,0,,13240.8971,508.67,343.42,607.82,4666.61,1676.82,442.4,389.05,425.5471,522.83,139.38,460.86,947.5,353.31,681.46,260.42,258.41,446.39,110,,
A01604,穀類,マカロニ,Pasta: macaroni,,358.5108,354.8634,11.47,13.818,1.43,0.2923,0.6898,72.5922,1.8237,,,,,,,,25.38,170.935,11.82,43.54,1.51,0.7915,135.7,,0,0,0,0,,0.2046,0.865,0.115,0.05,0.695,0.005,0.1425,0.05,1.69,0.1519,,53.9,5.91,20.4431,0,0,0,0,0,0,0,0,18.9435,0,1.4996,0,0,0,0,19.7837,0,0,19.7837,0,0,59.7729,56.6843,3.0886,0,0,0,0,0,0,,13511.6392,546.1,343.865,607.325,4642.13,1714.71,436.575,402.86,477.7992,555.68,149.795,481.52,943.95,373.42,639.915,262.53,280.81,500.735,151.92,,
A01605,穀類,記事のほうれん草,Noodle: spinach flavored,,355.5868,350.6728,11.54,11.792,1.22,0.2727,1.0883,74.3597,2.457,,,,,,,,310.13,129.64,4.14,28.978,1.04,0.72,115.14,,23.4991,2.3505,0,14.1,,0.0461,0.08,0.03,0.04,0,0.01,0.108,0.023,0.947,0.1201,,37.1,8.03,22.3517,0,0,0,0,0,0,0,0,20.9095,0,1.4422,0,0,0,0,16.4202,0,0,16.4202,0,0,61.2279,58.4014,2.8265,0,0,0,0,0,0,,13249.1816,505.48,344.89,610.32,4679.11,1675.07,441.88,387.53,432.7016,526.58,128.04,459.48,948.29,360.26,679.54,259.23,261.55,450.23,99,,
A01606,穀類,茹でたパスタ,Noodle: pot-burn fried noodle,,478.9512,472.8864,5.75,10,22.77,4.063,2.9747,58.5053,3.0324,,,,,,,,990.22,122.45,7.12,39.7,0.95,0.856,125.03,,0,0,0,0,0,4.7546,8.57,4.28,0.47,2.76,1.06,0.132,0.02,1.37,0.1571,0.15,42,11.1,17.8437,0,0,0,0,0,0,0.2406,0,11.3901,0,4.94,0,0.6205,0.6525,0,25.6934,0,0.4117,24.8786,0.2052,0.1979,56.4623,53.8467,2.6156,0,0,0,0,0,0,,12289.2042,489.08,314.76,536.35,4189.43,1548.59,541.15,411.84,413.5042,482.88,118.68,413.91,825.85,317.32,574.56,262.9,254.86,477.26,116.28,12.27,
A01607,穀類,卵麺,Noodle: egg flavored,,357.7832,352.2332,10.39,12.511,0.94,0.2164,1.3392,74.8198,2.775,,,,,,,,466.91,131.75,5.07,32.065,1.69,0.73,127.2,,0,0,,,0,0.0744,0.15,0.05,0.06,0,0.04,0.141,0.051,1.434,0.114,0.18,39.2,7.22,23.0192,0,0,0,0,0,0,0,0,20.8191,0,1.3956,0,0.8045,0,0,17.1828,0,0,17.1828,0,0,59.7976,57.1132,2.6844,0,0,0,0,0,0,,13642.2088,516.04,351.29,629.22,4771.41,1710.95,456.01,397.51,455.4688,547.34,128.56,464.16,961.22,388.71,677.53,270.96,280.51,514.32,121,0,
A01701,穀類,Toshomen,Noodle: sliced,,266.5936,264.6652,33.52,8.353,0.94,0.3641,1.0066,56.1804,0.9642,,,,,,,,225.69,72.85,1.68,17.16,0.45,0.416,230.81,,0,0,0,0,,0.4284,0.57,0.41,0.02,0.1,0.04,0.05,0.02,0.82,0.2294,,25,8.67,38.7369,0,0,0,0,0,0,0,0,31.3835,0,7.3534,0,0,0,0,18.679,0,0,18.679,0,0,42.584,40.4398,2.1442,0,0,0,0,0,0,,9162.6079,344.24,234.99,412.42,3232.23,1163.95,303.88,263.31,346.0879,362.89,86.24,306.9,619.8,253.19,432.66,175.07,188,337.1,99.65,,
A01702,穀類,ラーメン,Noodle: Ramen,,292.2838,289.6736,26.6,9.108,0.815,,1.3478,62.1292,1.3051,,,,,,,,428.965,77.325,9.28,15.37,0.53,0.607,105.8,,0,0,0,0,,0.0918,0.285,0.065,0.025,0.165,0.03,0.047,0.02,0.69,0.0384,,18.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8983.3079,344.455,226.405,394.915,3124.76,1114.365,304.47,254.415,365.8429,352.35,105.51,307.725,600.115,261.135,424.21,177.17,194.305,308.91,122.25,,
A01703,穀類,パスタ,Noodle:fried,,289.6036,280.5782,26.8,10.069,0.99,,2.0366,60.1044,4.5127,,,,,,,,571.98,249.93,10.38,22.05,1.09,0.812,155.89,,0,0,0,0,0,0.096,0.39,0.05,0.04,0.3,0,0.022,0.69,1.16,0.0571,0.32,22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10120.5292,389.11,258.21,452.74,3643.8,1181.88,338.44,290.8,444.1392,381.9,115.23,343.15,681.98,272.54,474.69,197.82,212.44,322.98,118.68,2.82,
A01801,穀類,健康オイル,Oil noodle,,163.203,162.0968,61.1905,5.465,1.845,0.2962,0.315,31.1845,0.5531,,,,,,,,66.965,49.48,11.755,11.825,0.43,0.255,48.79,,3.3333,1,0,0,1,1.6307,3.915,1.35,0.34,1.36,0.865,0.0075,0.01,0.41,0.0227,,27.5,0,16.0562,0,0,0,0,0,0,0,0,11.6888,0,4.3674,0,0,0,0,22.1237,0,0,22.1237,0,0,61.8198,54.5992,7.2206,0,0,0,0,0,0,,5630.1795,210.195,144.565,251.065,1921.445,713.425,192.39,161.795,224.3995,227.1,74.94,192.56,377.795,176.465,270.265,105.845,120.77,211.65,53.51,,
A01802,穀類,ゴールデン黄色の顔,,,157.9974,153.3348,60.11,6.411,0.5338,0.139,1.0579,31.8873,2.3313,0,0,0,,0,0,0,325.611,27.922,6.306,14.029,1.049,0.434,43.483,,0,0,,0,0,0.1034,0.465,0.048,0.053,0.339,0.025,0.024,0.0103,1.1162,0.023,0,9.222,0,26.048,0,0,0,0,0,0,0,0,23.217,0,2.041,0,0.188,0.36,0.242,17.031,0,0.151,16.271,0.609,0,56.742,54.127,2.615,0,0,0,0,0,0.18,,6192.042,221.873,155.191,263.259,2126.836,759.873,219.905,209.042,184.057,255.294,62.516,230.845,411.184,204.854,307.51,142.041,168.809,204.809,64.144,0,
A01803,穀類,冷凍うどん,,,125.8991,123.6193,68.645,2.972,0.3623,0.1072,0.3331,27.6876,1.1399,0.381,0,0,,0.381,0,0,864.349,2684.505,1542.974,433.661,32.959,5.27,342.729,,21.6375,2.1643,,12.983,,0.0219,0.057,0.018,0,0.039,0,0.039,0.0046,0.0673,0.012,,6.693,0,29.576,0,0,0,0,0,0,0,0,27.328,0,2.248,0,0,0,0,15.794,0,0,15.794,0,0,54.629,51.989,2.64,0,0,0,0,0,0,,2901.616,118.503,83.081,142.574,1003.235,331.274,110.84,93.418,43.306,115.461,31.927,103.664,212.298,90.12,141.319,67.972,66.818,112.172,33.634,,
A01804,穀類,茹で顔,Wu-lohg noodle,,119.7796,118.7086,70.37,4.4915,0.4,0.1302,0.1851,24.5534,0.5355,,,,,,,,41.635,5.065,4.315,7.905,0.2,0.198,31.79,,0,0,0,0,,0.0549,0.175,0.04,0.015,0.085,0.035,0.0185,0.01,0.415,0.008,,10.8,5.56,32.539,0,0,0,0,0,0,0,0,25.9659,0,6.5731,0,0,0,0,23.1978,0,0,23.1978,0,0,44.263,44.263,0,0,0,0,0,0,0,,4469.333,171.34,115.83,199.435,1517.535,572.945,153.97,125.32,154.613,183.545,53.87,147.46,293.13,142.135,213.14,91.455,105.035,179.065,49.51,,
A01901,穀類,グルテン,Gluten; Wheat gluten,,642.9216,639.1694,4.895,42.5115,53,8.3734,0.6246,0,1.8761,,,,,,,,6.875,11.47,26.32,19.575,3.06,2.195,60.9,,9.9999,3,0,0,3,6.2672,21.3,4.605,0.775,13.255,2.665,0.0185,0.0325,2.343,0.0285,,35.77,0,15.7989,0,0,0.02,0,0,0,0.0762,0.01,11.0768,0.055,3.9997,0,0.3612,0.2,0,23.1805,0,0.045,22.9443,0.1912,0,61.0675,54.1706,6.8969,0,0,0,0,0,0,,33091.9881,1212.195,994.655,1878.64,4879.915,5733.345,1372.25,1021.55,3270.2031,1504.605,610.925,1425.895,2849.365,1399.875,2105.77,566.78,797.865,1407.38,60.775,11.9,
